file_path,title,subject,level,type,content_preview
public/units/lessons/systems-lesson-2-1.html,Lesson lesson,Social Studies,All Levels,lesson,"iv.innerHTML = html; document.body.insertBefore(div.firstElementChild, document.body.firstChild); }); Te Kete Ako📚Ngā Whāinga Ako | Learning ObjectivesNZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives]Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WILF - What I'm Looking For) | Ngā Paearu: [Teacher: Define what success looks "
public/units/lessons/unit-7-lesson-3.html,Unit 7 Lesson 3: AI Ethics in Practice | Te Kete Ako,Digital Technologies,Year 7,lesson,Unit 7 Lesson 3: AI Ethics in Practice | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Diffe
public/units/lessons/unit-3-lesson-3.html,Unit 3 Lesson 3: Mathematics in Cultural Context | Mangakōtukutuku College,Digital Technologies,Year 7,lesson,Unit 3 Lesson 3: Mathematics in Cultural Context | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ā
public/units/lessons/unit-4-lesson-2.html,"Unit 4, Lesson 2: Environmental Science & Kaitiakitanga",Te Reo Māori,Year 7,lesson,"Unit 4, Lesson 2: Environmental Science & Kaitiakitanga Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Di"
public/units/lessons/unit-4-lesson-1.html,Unit 4 Lesson 1: Understanding Economic Systems - Who Wins and Who Loses? | Mangakōtukutuku College,Te Reo Māori,Year 9,lesson,Unit 4 Lesson 1: Understanding Economic Systems - Who Wins and Who Loses? | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what succ
public/units/lessons/unit-5-lesson-2.html,Unit 5 Lesson 2: Colonialism as Global System - Patterns of Extraction and Control | Te Kete Ako,Social Studies,Year 7,lesson,Unit 5 Lesson 2: Colonialism as Global System - Patterns of Extraction and Control | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success
public/units/lessons/unit-2-lesson-3.html,"Unit 2, Lesson 3: The Fight for Rights",Te Reo Māori,Year 7,lesson,"Unit 2, Lesson 3: The Fight for Rights Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Different success c"
public/units/lessons/unit-1-lesson-2.html,Unit 1 Lesson 2: Mātauranga Māori - Traditional Knowledge Systems | Mangakōtukutuku College,Science,Year 7,lesson,Unit 1 Lesson 2: Mātauranga Māori - Traditional Knowledge Systems | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success look
public/units/lessons/unit-6-lesson-3.html,Unit 6 Lesson 3: Digital Sovereignty & Youth Voice | Te Kete Ako,Social Studies,Year 7,lesson,Unit 6 Lesson 3: Digital Sovereignty & Youth Voice | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Con
public/units/lessons/unit-6-lesson-2.html,Unit 6 Lesson 2: Innovation through Whakapapa | Te Kete Ako,Te Reo Māori,Year 7,lesson,Unit 6 Lesson 2: Innovation through Whakapapa | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider
public/units/lessons/unit-1-lesson-3.html,"Unit 1 Lesson 3: Haka & Cultural Expression - Voice, Power & Identity | Mangakōtukutuku College",Te Reo Māori,Year 7,lesson,"Unit 1 Lesson 3: Haka & Cultural Expression - Voice, Power & Identity | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success "
public/units/lessons/unit-2-lesson-2.html,"Unit 2, Lesson 2: The Aotearoa Wars",Te Reo Māori,Year 7,lesson,"Unit 2, Lesson 2: The Aotearoa Wars Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Different success crit"
public/units/lessons/unit-5-lesson-3.html,Unit 5 Lesson 3: Resistance Networks - Global Indigenous Movements | Te Kete Ako,Social Studies,Year 7,lesson,Unit 5 Lesson 3: Resistance Networks - Global Indigenous Movements | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for 
public/units/lessons/systems-lesson-5-1.html,Lesson lesson,Arts,All Levels,lesson,"iv.innerHTML = html; document.body.insertBefore(div.firstElementChild, document.body.firstChild); }); Te Kete Ako📚Ngā Whāinga Ako | Learning ObjectivesNZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives]Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WILF - What I'm Looking For) | Ngā Paearu: [Teacher: Define what success looks "
public/units/lessons/unit-3-lesson-1.html,Unit 3 Lesson 1: Dual Knowledge Systems Foundation | Mangakōtukutuku College,Social Studies,Year 7,lesson,Unit 3 Lesson 1: Dual Knowledge Systems Foundation | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your
public/units/lessons/unit-7-lesson-1.html,Unit 7 Lesson 1: AI Through Te Ao Māori Lens | Te Kete Ako,Digital Technologies,Year 7,lesson,Unit 7 Lesson 1: AI Through Te Ao Māori Lens | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider:
public/units/lessons/systems-lesson-1-1.html,Lesson lesson,Social Studies,Year 9,lesson,"iv.innerHTML = html; document.body.insertBefore(div.firstElementChild, document.body.firstChild); }); Te Kete Ako📚Ngā Whāinga Ako | Learning ObjectivesNZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives]Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WILF - What I'm Looking For) | Ngā Paearu: [Teacher: Define what success looks "
public/units/lessons/unit-5-lesson-4.html,Unit 5 Lesson 4: Climate Justice Leadership - Indigenous Solutions for Global Challenges | Te Kete Ako,Te Reo Māori,Year 7,lesson,Unit 5 Lesson 4: Climate Justice Leadership - Indigenous Solutions for Global Challenges | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what s
public/units/lessons/unit-2-lesson-5.html,"Unit 2, Lesson 5: The Path to Redress",Social Studies,Year 7,lesson,"Unit 2, Lesson 5: The Path to Redress Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Different success cr"
public/units/lessons/unit-1-lesson-4.html,Unit 1 Lesson 4: Te Tiriti o Waitangi - Partnership & Power-Sharing | Mangakōtukutuku College,Social Studies,Year 7,lesson,Unit 1 Lesson 4: Te Tiriti o Waitangi - Partnership & Power-Sharing | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success lo
public/units/lessons/unit-6-lesson-5.html,Unit 6 Lesson 5: Collective Action Project Launch | Te Kete Ako,Te Reo Māori,Year 7,lesson,Unit 6 Lesson 5: Collective Action Project Launch | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Cons
public/units/lessons/unit-6-lesson-4.html,Unit 6 Lesson 4: Community Leadership in Action | Te Kete Ako,Social Studies,Year 7,lesson,Unit 6 Lesson 4: Community Leadership in Action | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: I can identify leadership qualities and apply them in my communi
public/units/lessons/unit-1-lesson-5.html,Unit 1 Lesson 5: Traditional Arts & Storytelling - Preserving Knowledge Through Creativity | Mangakōtukutuku College,English,Year 7,lesson,Unit 1 Lesson 5: Traditional Arts & Storytelling - Preserving Knowledge Through Creativity | Mangakōtukutuku College Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher:
public/units/lessons/unit-2-lesson-4.html,"Unit 2, Lesson 4: 20th Century Activism",Te Reo Māori,Year 7,lesson,"Unit 2, Lesson 4: 20th Century Activism Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Consider: Different success "
public/units/lessons/unit-5-lesson-5.html,Unit 5 Lesson 5 | Te Kete Ako,Health & Pe,All Levels,lesson,Unit 5 Lesson 5 | Te Kete Ako Te Kete Ako 📚 Ngā Whāinga Ako | Learning Objectives 📚 Additional Resources Available More learning materials and activities for this topic are available through your teacher or can be accessed via the main resource library. Explore Resource Library → 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaiora: Wellbeing - Caring for collective health and prosperity whaiara by encouraging students to engage with content in ways that e
public/units/y7-maths-kowhaiwhai/lessons/lesson-1-introduction-kowhaiwhai.html,Lesson 1: Kōwhaiwhai & Symmetry (Y7 Maths),Mathematics,Year 7,lesson,"Lesson 1: Kōwhaiwhai & Symmetry (Y7 Maths) Lesson 1: Kōwhaiwhai—Where Math Meets Art Whakataukī ""He toi whakairo, he mana tangata."" Where there is artistic excellence, there is human dignity. This whakataukī reminds us that art and design (including mathematical patterns) carry mana and express identity. Learning Objectives Define kōwhaiwhai and explain its purpose in wharenui (meeting houses). Identify line symmetry (reflection) in traditional patterns. Recognise common motifs: koru (spiral), p"
public/units/hopa-unit/lesson-4-4-wahine-maori-leadership.html,Lesson 4.4: Wahine Māori Leadership | Te Kete Ako,Te Reo Māori,Year 10,unit-plan,Lesson 4.4: Wahine Māori Leadership | Te Kete Ako Wahine Māori Leadership: Breaking Barriers Unit: Hopa - The Scholar and the People | Lesson 4.4 Year 10 | Social Studies | 75 minutes 🎯 WALT: Examine the role of wahine Māori in leadership - traditional and contemporary 👸 Wahine Māori Leaders (Then & Now) Te Puea Hērangi (previous unit) - Kīngitanga leadership Dame Whina Cooper - Land March leader Ngāpare Hopa - Academic pioneer Eva Rickard (next unit) - Protest leader Dame Tariana Turia - Co-lea
public/units/hopa-unit/lesson-4-2-urban-maori-migration.html,Lesson 4.2: Urban Māori Migration | Te Kete Ako,Te Reo Māori,Year 10,unit-plan,"Lesson 4.2: Urban Māori Migration | Te Kete Ako Urban Māori Migration: The Great Shift Unit: Hopa - The Scholar and the People | Lesson 4.2 Year 10 | Social Studies | 75 minutes 🎯 WALT: Understand the urban Māori migration of 1950s-70s and its impact on communities 📊 The Numbers: Rural to Urban Shift 1945: 75% of Māori lived in rural areas 1976: 75% of Māori lived in cities (complete reversal!) Migration driven by: jobs in factories, better wages, education opportunities Challenges: Loss of cult"
public/units/hopa-unit/lesson-4-3-research-with-communities.html,Lesson 4.3: Research WITH Communities | Te Kete Ako,Te Reo Māori,Year 10,unit-plan,"Lesson 4.3: Research WITH Communities | Te Kete Ako Research WITH Communities, Not ON Them Unit: Hopa - The Scholar and the People | Lesson 4.3 Year 10 | Social Studies | 75 minutes 🎯 WALT: Understand community-centered research methodology and why it matters for Māori research 🔬 Two Approaches to Research ❌ Research ON People (Traditional Western) Researcher extracts data, community gets nothing back, treated as subjects not partners ✅ Research WITH People (Hopa's Approach) Community involved i"
public/units/hopa-unit/lesson-4-1-who-was-ngapare-hopa.html,Lesson 4.1: Who Was Ngāpare Hopa? | Te Kete Ako,Social Studies,Year 10,unit-plan,"Lesson 4.1: Who Was Ngāpare Hopa? | Te Kete Ako Who Was Ngāpare Hopa? Unit: Hopa - The Scholar and the People | Lesson 4.1 Year 10 | Social Studies, Sociology | 75 minutes 🏛️ School Value: Whaiara (Rising Up) As a wahine Māori achieving Oxford doctorate in the 1970s, Hopa demonstrated rising up through academic excellence while staying connected to her people. Overview: This lesson introduces Dr. Ngāpare Hopa, the first Māori woman to earn a doctorate from Oxford University (D.Phil in Sociology,"
public/units/hopa-unit/lesson-4-5-urban-maori-today.html,Lesson 4.5: Urban Māori Today | Te Kete Ako,Te Reo Māori,Year 10,unit-plan,"Lesson 4.5: Urban Māori Today | Te Kete Ako Urban Māori Today: Hopa's Legacy Unit: Hopa - The Scholar and the People | Lesson 4.5 Year 10 | Social Studies | 75 minutes 🎯 WALT: Evaluate how Hopa's research influenced urban Māori wellbeing initiatives 🏙️ Urban Māori Today (2025) 85% of Māori now live in urban areas Thriving urban marae and community centers Kapa haka groups, Kōhanga Reo in cities Urban Māori authorities providing health, education, employment services Cultural identity maintained "
public/units/y9-statistics-chain/lesson-3-nz-census-data.html,Y9 Statistics L3: NZ Census Data Exploration | Te Kete Ako,Mathematics,Year 9,unit-plan,"Y9 Statistics L3: NZ Census Data Exploration | Te Kete Ako ""Kia mataara, kia matatau"" Be alert, be skilled - Data reveals truths about our nation NZ Census Data Exploration Understanding Aotearoa Through Numbers 🇳🇿 NZ Census 2023: Ethnic Groups 🔍 Key Findings: Māori: 17.8% identify as Māori (935,000 people) Pacific Peoples: 8.1% (426,000 people) Asian: 17.3% (910,000 people) - fastest growing European/Pākehā: 70.2% (3.7 million) - note: People can select multiple ethnicities! 💡 Why percentages a"
public/units/y9-statistics-chain/lesson-1-introduction-statistical-thinking.html,Y9 Statistics L1: Introduction to Statistical Thinking | Te Kete Ako,Mathematics,Year 9,unit-plan,"Y9 Statistics L1: Introduction to Statistical Thinking | Te Kete Ako ""He aha te mea nui o te ao? He tangata, he tangata, he tangata"" What is the most important thing in the world? It is people, it is people, it is people — Statistics tells stories about people Introduction to Statistical Thinking How Data Tells Stories About Aotearoa 📚 Y9 Statistics Learning Chain: 🤔 What is Statistics? Statistics is the science of collecting, analyzing, and interpreting data to answer questions and make decisio"
public/units/y9-statistics-chain/lesson-2-ppdac-cycle.html,Y9 Statistics L2: The PPDAC Cycle | Te Kete Ako,Mathematics,Year 9,unit-plan,"Y9 Statistics L2: The PPDAC Cycle | Te Kete Ako ""Mā te whakaaro, ka mōhio; mā te mōhio, ka mārama"" Through thinking comes knowing; through knowing comes understanding The PPDAC Cycle A Framework for Statistical Investigation 🔄 The PPDAC Cycle PPDAC is the 5-stage cycle statisticians use to investigate questions: P PROBLEM - Define your question What do you want to find out? Be specific! ""Do students sleep enough?"" → ""What percentage of Y9 students get 8+ hours of sleep on school nights?"" P PLAN "
public/units/y9-statistics-chain/lesson-5-statistical-investigation.html,Y9 Statistics L5: Your Statistical Investigation | Te Kete Ako,Mathematics,Year 9,unit-plan,"Y9 Statistics L5: Your Statistical Investigation | Te Kete Ako ""He rangi tā matawhāiti, he rangi tā matawhānui"" The person with narrow vision sees a narrow horizon; the person with wide vision sees a wide horizon Your Statistical Investigation Complete PPDAC Investigation Project 🎯 Your Statistical Investigation Project Choose a question that matters to you or your community, then complete a full PPDAC investigation. Present your findings with charts and conclusions. ✅ Project Requirements: PROB"
public/units/y9-statistics-chain/lesson-4-charts-and-graphs.html,Y9 Statistics L4: Creating Charts with Chart.js | Te Kete Ako,Arts,Year 9,unit-plan,"Y9 Statistics L4: Creating Charts with Chart.js | Te Kete Ako ""Kia kite koe, kia mārama koe"" To see is to understand - Visualizations reveal patterns Charts & Data Visualization Making Data Visual with Chart.js 📊 Chart Types & When to Use Them 📈 Line Chart Best for: Showing change over time (trends) Example: NZ population growth 1950-2024, temperature changes, COVID cases over time 📊 Bar Chart Best for: Comparing different categories Example: Number of Te Reo speakers by age group, rainfall by r"
public/units/y9-science-ecology/resources/field-data-sheet.html,Field Study Data Collection Sheet,Science,Year 9,unit-plan,Field Study Data Collection Sheet Te Kete Ako Field Study Data Collection Sheet 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] 
public/units/y9-science-ecology/resources/wordsearch-ecosystem-nyt.html,🔍 Ecosystem Vocabulary,Science,Year 9,unit-plan,"🔍 Ecosystem Vocabulary Year 9 Science - Ecology ← Back to Unit ""Ko te taiao ko au, ko au ko te taiao"" ""I am the environment, the environment is me"" 🔄 Reset 🖨️ Print 0/14 Found 0:00 Words to Find"
public/units/y9-science-ecology/resources/kaitiakitanga-commitment-template.html,Kaitiakitanga Commitment Template (Y9 Ecology),Science,Year 9,unit-plan,"Kaitiakitanga Commitment Template (Y9 Ecology) Kaitiakitanga Commitment Contract A personal pledge to act as guardian (kaitiaki) for your local ecosystem. Complete after your field investigation. About Kaitiakitanga Kaitiakitanga is the Māori concept of guardianship and stewardship. As kaitiaki, we accept responsibility to protect and nurture the natural world for future generations. This is not just conservation—it's a relational ethic of care, respect, and reciprocity. My Name: _______________"
public/units/y9-science-ecology/resources/assessment-rubric-species-report.html,Native Species Report Rubric (Y9 Ecology),Science,Year 9,unit-plan,"Native Species Report Rubric (Y9 Ecology) Native Species Research Report Rubric For in-depth investigation of one NZ native species (plant, bird, insect, reptile, or fish). CriteriaExcellent (7-8)Proficient (5-6)Developing (3-4)Emerging (1-2) Species Information Comprehensive biological data: taxonomy, lifecycle, diet, habitat needs, adaptations; scientifically accurate. Key facts covered; mostly accurate; some detail. Basic facts; some inaccuracies or gaps. Minimal or incorrect information. Eco"
public/units/y9-science-ecology/resources/handout-1-ecosystem-audit.html,Handout: Ecosystem Audit,Science,Year 9,unit-plan,Handout: Ecosystem Audit Te Kete Ako Handout: Schoolyard Ecosystem Audit 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ākonga] Conside
public/units/y9-science-ecology/resources/field-report-template.html,Ecosystem Field Report Template (Y9 Ecology),Science,Year 9,unit-plan,Ecosystem Field Report Template (Y9 Ecology) Ecosystem Field Report Document your ecosystem investigation using scientific method + kaitiaki perspective. 1. Site Information Location (English & Māori names): _______________________________________ Date & Time: __________________ Weather: ____________________ Ecosystem Type: Forest / Wetland / Coastal / Stream / Other: ______________ Team Members & Roles: _______________________________________________ 2. Observations & Data Abiotic Factors (non-
public/units/y9-science-ecology/resources/handout-2-endemic-species-detective.html,Handout: Endemic Species Detective,Health & Pe,Year 9,unit-plan,Handout: Endemic Species Detective Te Kete Ako Endemic Species Detective Investigation 📚 Ngā Whāinga Ako | Learning Objectives NZ Curriculum: Phase 4-5 (Years 9-10) | Adaptable for: Years 7-10 WALT (We Are Learning To) | Ngā Whāinga: [Teacher: Customize based on your class focus and curriculum objectives] Suggested: Connect to specific Achievement Objectives from NZ Curriculum Success Criteria (WAGOLL - What a Good One Looks Like) | Ngā Paearu: [Teacher: Define what success looks like for your ā
public/units/y9-science-ecology/resources/biodiversity-tagger-game.html,Biodiversity Tagger Game (Y9 Ecology),Science,Year 9,unit-plan,Biodiversity Tagger Game (Y9 Ecology) 🌿 Biodiversity Tagger Challenge How fast can you correctly classify NZ native species? Score: 0 Time: 60s Streak: 0 🔥 Loading... Start Game Play Again Game Over! Final Score: 0
public/units/y9-science-ecology/resources/predator-free-simulation.html,Predator Free NZ Simulation (Y9 Ecology),Science,Year 9,unit-plan,Predator Free NZ Simulation (Y9 Ecology) 🪤 Predator Free 2050: The Challenge Can you eliminate introduced predators before native species go extinct? Island Stats 🦜 Native Birds50 🐀 Rats100 🦡 Stoats20 💰 Budget$100K 📅 Year2025 Actions (per year) 🪤 Trap Rats ($10K) 🪤 Trap Stoats ($15K) 🚧 Build Fence ($50K) 🦜 Reintroduce Birds ($20K) ▶️ Next Year Population Dynamics Try Again
public/units/y9-science-ecology/resources/possum-impact-lab-sheet.html,Possum Impact Investigation Lab (Y9 Ecology),Science,Year 9,unit-plan,"Possum Impact Investigation Lab (Y9 Ecology) 🦝 Possum Browse Impact Investigation Investigate how possum browsing affects native plant health and forest regeneration. ⚠️ Safety & Respect Work in designated areas only; follow teacher instructions. Do not handle possum carcasses or droppings (disease risk). Recite karakia before entering bush; show respect for Tāne's domain. Leave no trace—take photos, not samples unless instructed. Aim To assess possum browsing damage on native plants and predict"
public/units/y9-science-ecology/resources/final-assessment-rubric.html,Y9 Ecology Unit Final Assessment Rubric,Science,Year 9,unit-plan,Y9 Ecology Unit Final Assessment Rubric Y9 Ecology Unit: Summative Assessment Rubric Comprehensive rubric for portfolio assessment (field report + restoration proposal + presentation). Component Weight Criteria for Proficiency (5-6 pts) Field Report Quality 25% Systematic data collection; clear method; identifies 5+ species; constructs food web; scientific language; kaitiakitanga perspective integrated. Restoration Proposal 30% Evidence-based recommendations; feasible plan with timeline/budget; 
